graph,order,size,time,iterations,error,technique,tolerance
"germany_osm","11548845","24738362","83645.117","500","5.1559e-7","pagerankL2Norm","5e-10"
"germany_osm","11548845","24738362","6554.452","39","0.000037313","pagerankLiNorm","5e-10"
"germany_osm","11548845","24738362","83086.773","500","5.1559e-7","pagerankL1Norm","1e-10"
"germany_osm","11548845","24738362","83654.484","500","5.1559e-7","pagerankL2Norm","1e-10"
"germany_osm","11548845","24738362","8066.873","48","0.0000083114","pagerankLiNorm","1e-10"
"asia_osm","11950757","25423206","8548.084","63","0","pagerank","0"
"asia_osm","11950757","25423206","152.788","1","0.043444","pagerankL1Norm","1"
"asia_osm","11950757","25423206","152.619","1","0.043444","pagerankL2Norm","1"
"asia_osm","11950757","25423206","151.43","1","0.043444","pagerankLiNorm","1"
"asia_osm","11950757","25423206","152.669","1","0.043444","pagerankL1Norm","0.5"
"asia_osm","11950757","25423206","152.595","1","0.043444","pagerankL2Norm","0.5"
"asia_osm","11950757","25423206","153.248","1","0.043444","pagerankLiNorm","0.5"
"asia_osm","11950757","25423206","152.589","1","0.043444","pagerankL1Norm","0.1"
"asia_osm","11950757","25423206","152.919","1","0.043444","pagerankL2Norm","0.1"
"asia_osm","11950757","25423206","164.381","1","0.043444","pagerankLiNorm","0.1"
"asia_osm","11950757","25423206","422.705","3","0.021813","pagerankL1Norm","0.05"
"asia_osm","11950757","25423206","152.848","1","0.043444","pagerankL2Norm","0.05"
"asia_osm","11950757","25423206","153.103","1","0.043444","pagerankLiNorm","0.05"
"asia_osm","11950757","25423206","1366.974","10","0.0046251","pagerankL1Norm","0.01"
"asia_osm","11950757","25423206","152.652","1","0.043444","pagerankL2Norm","0.01"
"asia_osm","11950757","25423206","152.642","1","0.043444","pagerankLiNorm","0.01"
"asia_osm","11950757","25423206","1911.767","14","0.0021336","pagerankL1Norm","0.005"
"asia_osm","11950757","25423206","152.954","1","0.043444","pagerankL2Norm","0.005"
"asia_osm","11950757","25423206","152.794","1","0.043444","pagerankLiNorm","0.005"
"asia_osm","11950757","25423206","3121.367","23","0.00040634","pagerankL1Norm","0.001"
"asia_osm","11950757","25423206","152.792","1","0.043444","pagerankL2Norm","0.001"
"asia_osm","11950757","25423206","152.599","1","0.043444","pagerankLiNorm","0.001"
"asia_osm","11950757","25423206","3679.002","27","0.00019813","pagerankL1Norm","0.0005"
"asia_osm","11950757","25423206","151.203","1","0.043444","pagerankL2Norm","0.0005"
"asia_osm","11950757","25423206","152.709","1","0.043444","pagerankLiNorm","0.0005"
"asia_osm","11950757","25423206","4876.985","36","0.000040961","pagerankL1Norm","0.0001"
"asia_osm","11950757","25423206","152.41","1","0.043444","pagerankL2Norm","0.0001"
"asia_osm","11950757","25423206","152.804","1","0.043444","pagerankLiNorm","0.0001"
"asia_osm","11950757","25423206","5430.662","40","0.000020611","pagerankL1Norm","0.00005"
"asia_osm","11950757","25423206","423.235","3","0.021813","pagerankL2Norm","0.00005"
"asia_osm","11950757","25423206","152.841","1","0.043444","pagerankLiNorm","0.00005"
"asia_osm","11950757","25423206","6647.001","49","0.000003899","pagerankL1Norm","0.00001"
"asia_osm","11950757","25423206","1774.192","13","0.0025784","pagerankL2Norm","0.00001"
"asia_osm","11950757","25423206","153.308","1","0.043444","pagerankLiNorm","0.00001"
"asia_osm","11950757","25423206","7188.017","53","0.0000017645","pagerankL1Norm","0.000005"
"asia_osm","11950757","25423206","2856.567","21","0.00058196","pagerankL2Norm","0.000005"
"asia_osm","11950757","25423206","149.843","1","0.043444","pagerankLiNorm","0.000005"
"asia_osm","11950757","25423206","8539.908","63","0","pagerankL1Norm","0.000001"
"asia_osm","11950757","25423206","5033.876","37","0.000033722","pagerankL2Norm","0.000001"
"asia_osm","11950757","25423206","152.905","1","0.043444","pagerankLiNorm","0.000001"
"asia_osm","11950757","25423206","9078.699","67","1.8902e-7","pagerankL1Norm","5e-7"
"asia_osm","11950757","25423206","6109.699","45","0.000008138","pagerankL2Norm","5e-7"
"asia_osm","11950757","25423206","149.775","1","0.043444","pagerankLiNorm","5e-7"
"asia_osm","11950757","25423206","67654.773","500","4.6792e-7","pagerankL1Norm","1e-7"
"asia_osm","11950757","25423206","8540.372","63","0","pagerankL2Norm","1e-7"
"asia_osm","11950757","25423206","839.739","6","0.010587","pagerankLiNorm","1e-7"
"asia_osm","11950757","25423206","66280.891","500","4.6792e-7","pagerankL1Norm","5e-8"
"asia_osm","11950757","25423206","9335.106","71","2.769e-7","pagerankL2Norm","5e-8"
"asia_osm","11950757","25423206","1329.62","10","0.0046251","pagerankLiNorm","5e-8"
"asia_osm","11950757","25423206","65539.289","500","4.6792e-7","pagerankL1Norm","1e-8"
"asia_osm","11950757","25423206","65595.562","500","4.6792e-7","pagerankL2Norm","1e-8"
"asia_osm","11950757","25423206","2386.245","18","0.0010109","pagerankLiNorm","1e-8"
"asia_osm","11950757","25423206","65552.711","500","4.6792e-7","pagerankL1Norm","5e-9"
"asia_osm","11950757","25423206","65615.625","500","4.6792e-7","pagerankL2Norm","5e-9"
"asia_osm","11950757","25423206","3043.842","23","0.00040634","pagerankLiNorm","5e-9"
"asia_osm","11950757","25423206","65563.273","500","4.6792e-7","pagerankL1Norm","1e-9"
"asia_osm","11950757","25423206","65606.953","500","4.6792e-7","pagerankL2Norm","1e-9"
"asia_osm","11950757","25423206","4221.613","32","0.000082063","pagerankLiNorm","1e-9"
"asia_osm","11950757","25423206","65496.242","500","4.6792e-7","pagerankL1Norm","5e-10"
"asia_osm","11950757","25423206","65480.73","500","4.6792e-7","pagerankL2Norm","5e-10"
"asia_osm","11950757","25423206","4747.485","36","0.000040961","pagerankLiNorm","5e-10"
"asia_osm","11950757","25423206","65535.355","500","4.6792e-7","pagerankL1Norm","1e-10"
"asia_osm","11950757","25423206","65582.125","500","4.6792e-7","pagerankL2Norm","1e-10"
"asia_osm","11950757","25423206","6063.835","46","0.0000075676","pagerankLiNorm","1e-10"
