graph,order,size,time,iterations,error,technique,tolerance
"soc-Epinions1","75888","508837","1.738","1","0.55459","pagerankLiNorm","0.01"
"soc-Epinions1","75888","508837","17.022","11","0.0065657","pagerankL1Norm","0.005"
"soc-Epinions1","75888","508837","6.371","4","0.10728","pagerankL2Norm","0.005"
"soc-Epinions1","75888","508837","1.787","1","0.55459","pagerankLiNorm","0.005"
"soc-Epinions1","75888","508837","24.679","16","0.0012108","pagerankL1Norm","0.001"
"soc-Epinions1","75888","508837","16.886","11","0.0065657","pagerankL2Norm","0.001"
"soc-Epinions1","75888","508837","3.252","2","0.28995","pagerankLiNorm","0.001"
"soc-Epinions1","75888","508837","29.273","19","0.00051996","pagerankL1Norm","0.0005"
"soc-Epinions1","75888","508837","21.654","14","0.0023017","pagerankL2Norm","0.0005"
"soc-Epinions1","75888","508837","4.85","3","0.17228","pagerankLiNorm","0.0005"
"soc-Epinions1","75888","508837","39.884","26","0.00014082","pagerankL1Norm","0.0001"
"soc-Epinions1","75888","508837","30.833","20","0.00040787","pagerankL2Norm","0.0001"
"soc-Epinions1","75888","508837","9.331","6","0.045324","pagerankLiNorm","0.0001"
"soc-Epinions1","75888","508837","45.754","30","0.000072264","pagerankL1Norm","0.00005"
"soc-Epinions1","75888","508837","111.488","73","0.0000013161","pagerankL2Norm","0.00005"
"soc-Epinions1","75888","508837","12.357","8","0.020337","pagerankLiNorm","0.00005"
"soc-Epinions1","75888","508837","60.811","40","0.000012965","pagerankL1Norm","0.00001"
"soc-Epinions1","75888","508837","110.981","73","0.0000013161","pagerankL2Norm","0.00001"
"soc-Epinions1","75888","508837","27.515","18","0.00067547","pagerankLiNorm","0.00001"
"soc-Epinions1","75888","508837","66.907","44","0.0000062074","pagerankL1Norm","0.000005"
"soc-Epinions1","75888","508837","111.349","73","0.0000013161","pagerankL2Norm","0.000005"
"soc-Epinions1","75888","508837","33.554","22","0.00027481","pagerankLiNorm","0.000005"
"soc-Epinions1","75888","508837","82.115","54","0","pagerankL1Norm","0.000001"
"soc-Epinions1","75888","508837","111.044","73","0.0000013161","pagerankL2Norm","0.000001"
"soc-Epinions1","75888","508837","48.728","32","0.000051675","pagerankLiNorm","0.000001"
"soc-Epinions1","75888","508837","88.5","58","6.7913e-7","pagerankL1Norm","5e-7"
"soc-Epinions1","75888","508837","111.106","73","0.0000013161","pagerankL2Norm","5e-7"
"soc-Epinions1","75888","508837","54.98","36","0.000026209","pagerankLiNorm","5e-7"
"soc-Epinions1","75888","508837","103.74","68","0.0000012268","pagerankL1Norm","1e-7"
"soc-Epinions1","75888","508837","758.687","500","0.0000013491","pagerankL2Norm","1e-7"
"soc-Epinions1","75888","508837","70.176","46","0.0000041283","pagerankLiNorm","1e-7"
"soc-Epinions1","75888","508837","109.716","72","0.0000012852","pagerankL1Norm","5e-8"
"soc-Epinions1","75888","508837","756.711","500","0.0000013491","pagerankL2Norm","5e-8"
"soc-Epinions1","75888","508837","76.516","50","0.0000014218","pagerankLiNorm","5e-8"
"soc-Epinions1","75888","508837","126.907","83","0.0000013456","pagerankL1Norm","1e-8"
"soc-Epinions1","75888","508837","757.058","500","0.0000013491","pagerankL2Norm","1e-8"
"soc-Epinions1","75888","508837","91.031","60","8.7741e-7","pagerankLiNorm","1e-8"
"soc-Epinions1","75888","508837","131.802","87","0.0000013496","pagerankL1Norm","5e-9"
"soc-Epinions1","75888","508837","760.381","500","0.0000013491","pagerankL2Norm","5e-9"
"soc-Epinions1","75888","508837","99.333","65","0.0000012346","pagerankLiNorm","5e-9"
"soc-Epinions1","75888","508837","760.923","500","0.0000013491","pagerankL1Norm","1e-9"
"soc-Epinions1","75888","508837","760.359","500","0.0000013491","pagerankL2Norm","1e-9"
"soc-Epinions1","75888","508837","112.906","74","0.0000013018","pagerankLiNorm","1e-9"
"soc-Epinions1","75888","508837","759.455","500","0.0000013491","pagerankL1Norm","5e-10"
"soc-Epinions1","75888","508837","757.37","500","0.0000013491","pagerankL2Norm","5e-10"
"soc-Epinions1","75888","508837","120.923","79","0.0000013349","pagerankLiNorm","5e-10"
"soc-Epinions1","75888","508837","756.3","500","0.0000013491","pagerankL1Norm","1e-10"
"soc-Epinions1","75888","508837","755.77","500","0.0000013491","pagerankL2Norm","1e-10"
"soc-Epinions1","75888","508837","134.112","88","0.0000013477","pagerankLiNorm","1e-10"
"coAuthorsDBLP","299067","1955352","253.599","45","0","pagerank","0"
"coAuthorsDBLP","299067","1955352","6.141","1","0.24237","pagerankL1Norm","1"
"coAuthorsDBLP","299067","1955352","6.165","1","0.24237","pagerankL2Norm","1"
"coAuthorsDBLP","299067","1955352","6.177","1","0.24237","pagerankLiNorm","1"
"coAuthorsDBLP","299067","1955352","11.675","2","0.11394","pagerankL1Norm","0.5"
"coAuthorsDBLP","299067","1955352","6.111","1","0.24237","pagerankL2Norm","0.5"
"coAuthorsDBLP","299067","1955352","6.1","1","0.24237","pagerankLiNorm","0.5"
"coAuthorsDBLP","299067","1955352","22.843","4","0.044755","pagerankL1Norm","0.1"
"coAuthorsDBLP","299067","1955352","6.095","1","0.24237","pagerankL2Norm","0.1"
"coAuthorsDBLP","299067","1955352","6.115","1","0.24237","pagerankLiNorm","0.1"
"coAuthorsDBLP","299067","1955352","29.046","5","0.031802","pagerankL1Norm","0.05"
"coAuthorsDBLP","299067","1955352","6.134","1","0.24237","pagerankL2Norm","0.05"
"coAuthorsDBLP","299067","1955352","6.129","1","0.24237","pagerankLiNorm","0.05"
"coAuthorsDBLP","299067","1955352","44.841","8","0.013047","pagerankL1Norm","0.01"
"coAuthorsDBLP","299067","1955352","6.1","1","0.24237","pagerankL2Norm","0.01"
"coAuthorsDBLP","299067","1955352","6.116","1","0.24237","pagerankLiNorm","0.01"
"coAuthorsDBLP","299067","1955352","50.619","9","0.01002","pagerankL1Norm","0.005"
"coAuthorsDBLP","299067","1955352","6.116","1","0.24237","pagerankL2Norm","0.005"
"coAuthorsDBLP","299067","1955352","6.114","1","0.24237","pagerankLiNorm","0.005"
"coAuthorsDBLP","299067","1955352","84.415","15","0.0023134","pagerankL1Norm","0.001"
"coAuthorsDBLP","299067","1955352","17.303","3","0.069978","pagerankL2Norm","0.001"
"coAuthorsDBLP","299067","1955352","6.139","1","0.24237","pagerankLiNorm","0.001"
"coAuthorsDBLP","299067","1955352","94.891","17","0.001461","pagerankL1Norm","0.0005"
"coAuthorsDBLP","299067","1955352","28.518","5","0.031802","pagerankL2Norm","0.0005"
"coAuthorsDBLP","299067","1955352","6.305","1","0.24237","pagerankLiNorm","0.0005"
"coAuthorsDBLP","299067","1955352","133.973","24","0.00030997","pagerankL1Norm","0.0001"
"coAuthorsDBLP","299067","1955352","56.154","10","0.0077431","pagerankL2Norm","0.0001"
"coAuthorsDBLP","299067","1955352","11.679","2","0.11394","pagerankLiNorm","0.0001"
"coAuthorsDBLP","299067","1955352","150.514","27","0.00016178","pagerankL1Norm","0.00005"
"coAuthorsDBLP","299067","1955352","56.076","10","0.0077431","pagerankL2Norm","0.00005"
"coAuthorsDBLP","299067","1955352","17.204","3","0.069978","pagerankLiNorm","0.00005"
"coAuthorsDBLP","299067","1955352","190.215","34","0.000034622","pagerankL1Norm","0.00001"
"coAuthorsDBLP","299067","1955352","156.14","28","0.00013033","pagerankL2Norm","0.00001"
"coAuthorsDBLP","299067","1955352","39.357","7","0.01724","pagerankLiNorm","0.00001"
"coAuthorsDBLP","299067","1955352","210.727","38","0.000013014","pagerankL1Norm","0.000005"
"coAuthorsDBLP","299067","1955352","188.372","34","0.000034622","pagerankL2Norm","0.000005"
"coAuthorsDBLP","299067","1955352","55.979","10","0.0077431","pagerankLiNorm","0.000005"
"coAuthorsDBLP","299067","1955352","250.078","45","0","pagerankL1Norm","0.000001"
"coAuthorsDBLP","299067","1955352","277.758","50","0.0000026722","pagerankL2Norm","0.000001"
"coAuthorsDBLP","299067","1955352","100.326","18","0.0011653","pagerankLiNorm","0.000001"
"coAuthorsDBLP","299067","1955352","273.887","49","0.0000023152","pagerankL1Norm","5e-7"
"coAuthorsDBLP","299067","1955352","312.39","56","0.0000037433","pagerankL2Norm","5e-7"
"coAuthorsDBLP","299067","1955352","117.088","21","0.00059735","pagerankLiNorm","5e-7"
"coAuthorsDBLP","299067","1955352","316.391","57","0.0000038237","pagerankL1Norm","1e-7"
"coAuthorsDBLP","299067","1955352","424.551","76","0.000004161","pagerankL2Norm","1e-7"
"coAuthorsDBLP","299067","1955352","163.027","29","0.00010488","pagerankLiNorm","1e-7"
"coAuthorsDBLP","299067","1955352","333.529","60","0.0000039964","pagerankL1Norm","5e-8"
"coAuthorsDBLP","299067","1955352","438.772","79","0.000004162","pagerankL2Norm","5e-8"
"coAuthorsDBLP","299067","1955352","183.298","33","0.000043416","pagerankLiNorm","5e-8"
"coAuthorsDBLP","299067","1955352","378.447","68","0.0000041415","pagerankL1Norm","1e-8"
"coAuthorsDBLP","299067","1955352","503.967","91","0.0000041625","pagerankL2Norm","1e-8"
"coAuthorsDBLP","299067","1955352","221.673","40","0.0000073084","pagerankLiNorm","1e-8"
"coAuthorsDBLP","299067","1955352","396.466","71","0.0000041531","pagerankL1Norm","5e-9"
"coAuthorsDBLP","299067","1955352","505.059","91","0.0000041625","pagerankL2Norm","5e-9"
"coAuthorsDBLP","299067","1955352","244.27","44","9.8822e-7","pagerankLiNorm","5e-9"
"coAuthorsDBLP","299067","1955352","441.616","80","0.0000041624","pagerankL1Norm","1e-9"
"coAuthorsDBLP","299067","1955352","2749.754","500","0.0000041628","pagerankL2Norm","1e-9"
"coAuthorsDBLP","299067","1955352","287.871","52","0.0000031763","pagerankLiNorm","1e-9"
"coAuthorsDBLP","299067","1955352","2762.27","500","0.0000041628","pagerankL1Norm","5e-10"
"coAuthorsDBLP","299067","1955352","2759.244","500","0.0000041628","pagerankL2Norm","5e-10"
"coAuthorsDBLP","299067","1955352","304.565","55","0.0000036363","pagerankLiNorm","5e-10"
"coAuthorsDBLP","299067","1955352","2777.863","500","0.0000041628","pagerankL1Norm","1e-10"
"coAuthorsDBLP","299067","1955352","2766.952","500","0.0000041628","pagerankL2Norm","1e-10"
"coAuthorsDBLP","299067","1955352","349.491","63","0.0000040822","pagerankLiNorm","1e-10"
"coAuthorsCiteseer","227320","1628268","204.861","48","0","pagerank","0"
"coAuthorsCiteseer","227320","1628268","4.657","1","0.22883","pagerankL1Norm","1"
"coAuthorsCiteseer","227320","1628268","4.655","1","0.22883","pagerankL2Norm","1"
"coAuthorsCiteseer","227320","1628268","4.649","1","0.22883","pagerankLiNorm","1"
"coAuthorsCiteseer","227320","1628268","8.958","2","0.11056","pagerankL1Norm","0.5"
"coAuthorsCiteseer","227320","1628268","4.646","1","0.22883","pagerankL2Norm","0.5"
"coAuthorsCiteseer","227320","1628268","4.645","1","0.22883","pagerankLiNorm","0.5"
"coAuthorsCiteseer","227320","1628268","17.387","4","0.045074","pagerankL1Norm","0.1"
"coAuthorsCiteseer","227320","1628268","4.667","1","0.22883","pagerankL2Norm","0.1"
"coAuthorsCiteseer","227320","1628268","4.666","1","0.22883","pagerankLiNorm","0.1"
"coAuthorsCiteseer","227320","1628268","21.576","5","0.032352","pagerankL1Norm","0.05"
"coAuthorsCiteseer","227320","1628268","4.646","1","0.22883","pagerankL2Norm","0.05"
"coAuthorsCiteseer","227320","1628268","4.669","1","0.22883","pagerankLiNorm","0.05"
"coAuthorsCiteseer","227320","1628268","34.336","8","0.013849","pagerankL1Norm","0.01"
"coAuthorsCiteseer","227320","1628268","4.671","1","0.22883","pagerankL2Norm","0.01"
"coAuthorsCiteseer","227320","1628268","4.659","1","0.22883","pagerankLiNorm","0.01"
"coAuthorsCiteseer","227320","1628268","38.697","9","0.010777","pagerankL1Norm","0.005"
"coAuthorsCiteseer","227320","1628268","4.65","1","0.22883","pagerankL2Norm","0.005"
"coAuthorsCiteseer","227320","1628268","4.658","1","0.22883","pagerankLiNorm","0.005"
"coAuthorsCiteseer","227320","1628268","63.947","15","0.0027108","pagerankL1Norm","0.001"
"coAuthorsCiteseer","227320","1628268","21.61","5","0.032352","pagerankL2Norm","0.001"
"coAuthorsCiteseer","227320","1628268","8.882","2","0.11056","pagerankLiNorm","0.001"
"coAuthorsCiteseer","227320","1628268","77.053","18","0.0014241","pagerankL1Norm","0.0005"
"coAuthorsCiteseer","227320","1628268","30.045","7","0.01803","pagerankL2Norm","0.0005"
"coAuthorsCiteseer","227320","1628268","13.124","3","0.068959","pagerankLiNorm","0.0005"
"coAuthorsCiteseer","227320","1628268","106.525","25","0.00033642","pagerankL1Norm","0.0001"
"coAuthorsCiteseer","227320","1628268","55.805","13","0.0042205","pagerankL2Norm","0.0001"
"coAuthorsCiteseer","227320","1628268","17.483","4","0.045074","pagerankLiNorm","0.0001"
"coAuthorsCiteseer","227320","1628268","119.379","28","0.00018373","pagerankL1Norm","0.00005"
"coAuthorsCiteseer","227320","1628268","72.877","17","0.001761","pagerankL2Norm","0.00005"
"coAuthorsCiteseer","227320","1628268","21.763","5","0.032352","pagerankLiNorm","0.00005"
"coAuthorsCiteseer","227320","1628268","152.946","36","0.000035908","pagerankL1Norm","0.00001"
"coAuthorsCiteseer","227320","1628268","76.594","18","0.0014241","pagerankL2Norm","0.00001"
"coAuthorsCiteseer","227320","1628268","34.326","8","0.013849","pagerankLiNorm","0.00001"
"coAuthorsCiteseer","227320","1628268","169.826","40","0.000014627","pagerankL1Norm","0.000005"
"coAuthorsCiteseer","227320","1628268","119.053","28","0.00018373","pagerankL2Norm","0.000005"
"coAuthorsCiteseer","227320","1628268","42.827","10","0.0084489","pagerankLiNorm","0.000005"
"coAuthorsCiteseer","227320","1628268","204.306","48","0","pagerankL1Norm","0.000001"
"coAuthorsCiteseer","227320","1628268","182.394","43","0.000006557","pagerankL2Norm","0.000001"
"coAuthorsCiteseer","227320","1628268","68.101","16","0.002182","pagerankLiNorm","0.000001"
"coAuthorsCiteseer","227320","1628268","221.816","52","0.0000022318","pagerankL1Norm","5e-7"
"coAuthorsCiteseer","227320","1628268","203.528","48","0","pagerankL2Norm","5e-7"
"coAuthorsCiteseer","227320","1628268","80.953","19","0.0011539","pagerankLiNorm","5e-7"
"coAuthorsCiteseer","227320","1628268","254.911","60","0.0000038022","pagerankL1Norm","1e-7"
"coAuthorsCiteseer","227320","1628268","204.835","48","0","pagerankL2Norm","1e-7"
"coAuthorsCiteseer","227320","1628268","115.462","27","0.00022472","pagerankLiNorm","1e-7"
"coAuthorsCiteseer","227320","1628268","271.783","64","0.0000040315","pagerankL1Norm","5e-8"
"coAuthorsCiteseer","227320","1628268","260.127","61","0.0000038799","pagerankL2Norm","5e-8"
"coAuthorsCiteseer","227320","1628268","128.069","30","0.00012289","pagerankLiNorm","5e-8"
"coAuthorsCiteseer","227320","1628268","296.945","70","0.0000041442","pagerankL1Norm","1e-8"
"coAuthorsCiteseer","227320","1628268","2108.866","500","0.000004171","pagerankL2Norm","1e-8"
"coAuthorsCiteseer","227320","1628268","164.884","39","0.000018564","pagerankLiNorm","1e-8"
"coAuthorsCiteseer","227320","1628268","309.989","73","0.0000041591","pagerankL1Norm","5e-9"
"coAuthorsCiteseer","227320","1628268","2122.962","500","0.000004171","pagerankL2Norm","5e-9"
"coAuthorsCiteseer","227320","1628268","177.705","42","0.0000087308","pagerankLiNorm","5e-9"
"coAuthorsCiteseer","227320","1628268","349.999","83","0.00000417","pagerankL1Norm","1e-9"
"coAuthorsCiteseer","227320","1628268","2101.553","500","0.000004171","pagerankL2Norm","1e-9"
"coAuthorsCiteseer","227320","1628268","215.285","51","0.000001838","pagerankLiNorm","1e-9"
"coAuthorsCiteseer","227320","1628268","377.96","89","0.0000041711","pagerankL1Norm","5e-10"
"coAuthorsCiteseer","227320","1628268","2102.894","500","0.000004171","pagerankL2Norm","5e-10"
"coAuthorsCiteseer","227320","1628268","232.25","55","0.0000031061","pagerankLiNorm","5e-10"
"coAuthorsCiteseer","227320","1628268","2103.547","500","0.000004171","pagerankL1Norm","1e-10"
"coAuthorsCiteseer","227320","1628268","2122.302","500","0.000004171","pagerankL2Norm","1e-10"
"coAuthorsCiteseer","227320","1628268","267.906","63","0.0000039917","pagerankLiNorm","1e-10"
"soc-LiveJournal1","4847571","68993773","13553.506","51","0","pagerank","0"
"soc-LiveJournal1","4847571","68993773","245.868","1","0.31911","pagerankL1Norm","1"
"soc-LiveJournal1","4847571","68993773","246.058","1","0.31911","pagerankL2Norm","1"
"soc-LiveJournal1","4847571","68993773","245.857","1","0.31911","pagerankLiNorm","1"
"soc-LiveJournal1","4847571","68993773","477.906","2","0.15434","pagerankL1Norm","0.5"
"soc-LiveJournal1","4847571","68993773","302.045","1","0.31911","pagerankL2Norm","0.5"
"soc-LiveJournal1","4847571","68993773","248.734","1","0.31911","pagerankLiNorm","0.5"
"soc-LiveJournal1","4847571","68993773","725.511","3","0.093732","pagerankL1Norm","0.1"
"soc-LiveJournal1","4847571","68993773","253.628","1","0.31911","pagerankL2Norm","0.1"
"soc-LiveJournal1","4847571","68993773","249.095","1","0.31911","pagerankLiNorm","0.1"
"soc-LiveJournal1","4847571","68993773","1178.513","4","0.061564","pagerankL1Norm","0.05"
"soc-LiveJournal1","4847571","68993773","253.325","1","0.31911","pagerankL2Norm","0.05"
"soc-LiveJournal1","4847571","68993773","249.363","1","0.31911","pagerankLiNorm","0.05"
"soc-LiveJournal1","4847571","68993773","1679.712","7","0.021583","pagerankL1Norm","0.01"
"soc-LiveJournal1","4847571","68993773","249.147","1","0.31911","pagerankL2Norm","0.01"
"soc-LiveJournal1","4847571","68993773","248.527","1","0.31911","pagerankLiNorm","0.01"
"soc-LiveJournal1","4847571","68993773","2459.841","9","0.012","pagerankL1Norm","0.005"
"soc-LiveJournal1","4847571","68993773","278.459","1","0.31911","pagerankL2Norm","0.005"
"soc-LiveJournal1","4847571","68993773","246.731","1","0.31911","pagerankLiNorm","0.005"
"soc-LiveJournal1","4847571","68993773","3532.514","15","0.002722","pagerankL1Norm","0.001"
"soc-LiveJournal1","4847571","68993773","243.885","1","0.31911","pagerankL2Norm","0.001"
"soc-LiveJournal1","4847571","68993773","245.63","1","0.31911","pagerankLiNorm","0.001"
"soc-LiveJournal1","4847571","68993773","4209.993","18","0.0014263","pagerankL1Norm","0.0005"
"soc-LiveJournal1","4847571","68993773","717.221","3","0.093732","pagerankL2Norm","0.0005"
"soc-LiveJournal1","4847571","68993773","245.105","1","0.31911","pagerankLiNorm","0.0005"
"soc-LiveJournal1","4847571","68993773","5845.035","25","0.00036661","pagerankL1Norm","0.0001"
"soc-LiveJournal1","4847571","68993773","1878.778","8","0.016025","pagerankL2Norm","0.0001"
"soc-LiveJournal1","4847571","68993773","712.362","3","0.093732","pagerankLiNorm","0.0001"
"soc-LiveJournal1","4847571","68993773","6779.901","29","0.00017933","pagerankL1Norm","0.00005"
"soc-LiveJournal1","4847571","68993773","2813.093","12","0.0054888","pagerankL2Norm","0.00005"
"soc-LiveJournal1","4847571","68993773","709.786","3","0.093732","pagerankLiNorm","0.00005"
"soc-LiveJournal1","4847571","68993773","8879.838","38","0.000034993","pagerankL1Norm","0.00001"
"soc-LiveJournal1","4847571","68993773","6083.249","26","0.00030591","pagerankL2Norm","0.00001"
"soc-LiveJournal1","4847571","68993773","1411.633","6","0.029895","pagerankLiNorm","0.00001"
"soc-LiveJournal1","4847571","68993773","9817.557","42","0.000015555","pagerankL1Norm","0.000005"
"soc-LiveJournal1","4847571","68993773","7956.122","34","0.000073903","pagerankL2Norm","0.000005"
"soc-LiveJournal1","4847571","68993773","2111.78","9","0.012","pagerankLiNorm","0.000005"
"soc-LiveJournal1","4847571","68993773","11915.573","51","0","pagerankL1Norm","0.000001"
"soc-LiveJournal1","4847571","68993773","12158.955","52","8.2882e-7","pagerankL2Norm","0.000001"
"soc-LiveJournal1","4847571","68993773","3983.995","17","0.0017652","pagerankLiNorm","0.000001"
"soc-LiveJournal1","4847571","68993773","12860.611","55","0.0000021063","pagerankL1Norm","5e-7"
"soc-LiveJournal1","4847571","68993773","13742.144","60","0.0000034129","pagerankL2Norm","5e-7"
"soc-LiveJournal1","4847571","68993773","4622.373","21","0.00077991","pagerankLiNorm","5e-7"
"soc-LiveJournal1","4847571","68993773","14289.479","65","0.0000039609","pagerankL1Norm","1e-7"
"soc-LiveJournal1","4847571","68993773","17131.908","78","0.000004289","pagerankL2Norm","1e-7"
"soc-LiveJournal1","4847571","68993773","6602.388","30","0.00015036","pagerankLiNorm","1e-7"
"soc-LiveJournal1","4847571","68993773","15165.186","69","0.0000041503","pagerankL1Norm","5e-8"
"soc-LiveJournal1","4847571","68993773","18464.389","84","0.000004308","pagerankL2Norm","5e-8"
"soc-LiveJournal1","4847571","68993773","7468.706","34","0.000073903","pagerankLiNorm","5e-8"
"soc-LiveJournal1","4847571","68993773","17153.215","78","0.000004289","pagerankL1Norm","1e-8"
"soc-LiveJournal1","4847571","68993773","109570.234","500","0.000004315","pagerankL2Norm","1e-8"
"soc-LiveJournal1","4847571","68993773","9676.18","44","0.0000098426","pagerankLiNorm","1e-8"
"soc-LiveJournal1","4847571","68993773","17999.516","82","0.0000043039","pagerankL1Norm","5e-9"
"soc-LiveJournal1","4847571","68993773","109568.539","500","0.000004315","pagerankL2Norm","5e-9"
"soc-LiveJournal1","4847571","68993773","10530.073","48","0.0000029536","pagerankLiNorm","5e-9"
"soc-LiveJournal1","4847571","68993773","20442.502","93","0.0000043137","pagerankL1Norm","1e-9"
"soc-LiveJournal1","4847571","68993773","109518.266","500","0.000004315","pagerankL2Norm","1e-9"
"soc-LiveJournal1","4847571","68993773","12750.11","58","0.0000030077","pagerankLiNorm","1e-9"
"soc-LiveJournal1","4847571","68993773","109479.641","500","0.000004315","pagerankL1Norm","5e-10"
"soc-LiveJournal1","4847571","68993773","109515.188","500","0.000004315","pagerankL2Norm","5e-10"
"soc-LiveJournal1","4847571","68993773","13636.014","62","0.0000037023","pagerankLiNorm","5e-10"
"soc-LiveJournal1","4847571","68993773","109586.578","500","0.000004315","pagerankL1Norm","1e-10"
"soc-LiveJournal1","4847571","68993773","109571.578","500","0.000004315","pagerankL2Norm","1e-10"
"soc-LiveJournal1","4847571","68993773","15817.102","72","0.0000042266","pagerankLiNorm","1e-10"
"coPapersCiteseer","434102","32073440","2169.878","51","0","pagerank","0"
"coPapersCiteseer","434102","32073440","43.125","1","0.1849","pagerankL1Norm","1"
"coPapersCiteseer","434102","32073440","43.096","1","0.1849","pagerankL2Norm","1"
"coPapersCiteseer","434102","32073440","43.149","1","0.1849","pagerankLiNorm","1"
"coPapersCiteseer","434102","32073440","43.143","1","0.1849","pagerankL1Norm","0.5"
"coPapersCiteseer","434102","32073440","43.091","1","0.1849","pagerankL2Norm","0.5"
"coPapersCiteseer","434102","32073440","43.107","1","0.1849","pagerankLiNorm","0.5"
"coPapersCiteseer","434102","32073440","85.563","2","0.11742","pagerankL1Norm","0.1"
"coPapersCiteseer","434102","32073440","43.1","1","0.1849","pagerankL2Norm","0.1"
"coPapersCiteseer","434102","32073440","43.103","1","0.1849","pagerankLiNorm","0.1"
"coPapersCiteseer","434102","32073440","128.072","3","0.083338","pagerankL1Norm","0.05"
"coPapersCiteseer","434102","32073440","43.086","1","0.1849","pagerankL2Norm","0.05"
"coPapersCiteseer","434102","32073440","43.126","1","0.1849","pagerankLiNorm","0.05"
"coPapersCiteseer","434102","32073440","297.674","7","0.027418","pagerankL1Norm","0.01"
"coPapersCiteseer","434102","32073440","43.07","1","0.1849","pagerankL2Norm","0.01"
"coPapersCiteseer","434102","32073440","43.247","1","0.1849","pagerankLiNorm","0.01"
"coPapersCiteseer","434102","32073440","382.628","9","0.016905","pagerankL1Norm","0.005"
"coPapersCiteseer","434102","32073440","43.105","1","0.1849","pagerankL2Norm","0.005"
"coPapersCiteseer","434102","32073440","43.071","1","0.1849","pagerankLiNorm","0.005"
"coPapersCiteseer","434102","32073440","680.077","16","0.0036329","pagerankL1Norm","0.001"
"coPapersCiteseer","434102","32073440","43.114","1","0.1849","pagerankL2Norm","0.001"
"coPapersCiteseer","434102","32073440","43.133","1","0.1849","pagerankLiNorm","0.001"
"coPapersCiteseer","434102","32073440","807.499","19","0.0019553","pagerankL1Norm","0.0005"
"coPapersCiteseer","434102","32073440","85.516","2","0.11742","pagerankL2Norm","0.0005"
"coPapersCiteseer","434102","32073440","43.088","1","0.1849","pagerankLiNorm","0.0005"
"coPapersCiteseer","434102","32073440","1146.494","27","0.00039715","pagerankL1Norm","0.0001"
"coPapersCiteseer","434102","32073440","86.52","2","0.11742","pagerankL2Norm","0.0001"
"coPapersCiteseer","434102","32073440","43.101","1","0.1849","pagerankLiNorm","0.0001"
"coPapersCiteseer","434102","32073440","1274.072","30","0.00022088","pagerankL1Norm","0.00005"
"coPapersCiteseer","434102","32073440","594.863","14","0.0055464","pagerankL2Norm","0.00005"
"coPapersCiteseer","434102","32073440","43.133","1","0.1849","pagerankLiNorm","0.00005"
"coPapersCiteseer","434102","32073440","1656.313","39","0.000036638","pagerankL1Norm","0.00001"
"coPapersCiteseer","434102","32073440","1189.591","28","0.00032653","pagerankL2Norm","0.00001"
"coPapersCiteseer","434102","32073440","85.544","2","0.11742","pagerankLiNorm","0.00001"
"coPapersCiteseer","434102","32073440","1784.48","42","0.000019016","pagerankL1Norm","0.000005"
"coPapersCiteseer","434102","32073440","1486.022","35","0.000082681","pagerankL2Norm","0.000005"
"coPapersCiteseer","434102","32073440","128.039","3","0.083338","pagerankLiNorm","0.000005"
"coPapersCiteseer","434102","32073440","2164.512","51","0","pagerankL1Norm","0.000001"
"coPapersCiteseer","434102","32073440","2164.571","51","0","pagerankL2Norm","0.000001"
"coPapersCiteseer","434102","32073440","213.11","5","0.046208","pagerankLiNorm","0.000001"
"coPapersCiteseer","434102","32073440","2334.805","55","0.000002233","pagerankL1Norm","5e-7"
"coPapersCiteseer","434102","32073440","2377.485","56","0.0000025634","pagerankL2Norm","5e-7"
"coPapersCiteseer","434102","32073440","382.683","9","0.016905","pagerankLiNorm","5e-7"
"coPapersCiteseer","434102","32073440","2631.392","62","0.0000035348","pagerankL1Norm","1e-7"
"coPapersCiteseer","434102","32073440","2589.172","61","0.0000034534","pagerankL2Norm","1e-7"
"coPapersCiteseer","434102","32073440","722.963","17","0.0029496","pagerankLiNorm","1e-7"
"coPapersCiteseer","434102","32073440","2759.244","65","0.0000036987","pagerankL1Norm","5e-8"
"coPapersCiteseer","434102","32073440","3268.333","77","0.0000038478","pagerankL2Norm","5e-8"
"coPapersCiteseer","434102","32073440","806.674","19","0.0019553","pagerankLiNorm","5e-8"
"coPapersCiteseer","434102","32073440","3055.755","72","0.0000038306","pagerankL1Norm","1e-8"
"coPapersCiteseer","434102","32073440","21173.641","500","0.0000038566","pagerankL2Norm","1e-8"
"coPapersCiteseer","434102","32073440","1146.489","27","0.00039715","pagerankLiNorm","1e-8"
"coPapersCiteseer","434102","32073440","3142.922","74","0.0000038414","pagerankL1Norm","5e-9"
"coPapersCiteseer","434102","32073440","21181.416","500","0.0000038566","pagerankL2Norm","5e-9"
"coPapersCiteseer","434102","32073440","1316.624","31","0.00018166","pagerankLiNorm","5e-9"
"coPapersCiteseer","434102","32073440","3353.193","79","0.0000038494","pagerankL1Norm","1e-9"
"coPapersCiteseer","434102","32073440","21164.324","500","0.0000038566","pagerankL2Norm","1e-9"
"coPapersCiteseer","434102","32073440","1612.32","38","0.000045081","pagerankLiNorm","1e-9"
"coPapersCiteseer","434102","32073440","3563.877","84","0.0000038519","pagerankL1Norm","5e-10"
"coPapersCiteseer","434102","32073440","21164.424","500","0.0000038566","pagerankL2Norm","5e-10"
"coPapersCiteseer","434102","32073440","1739.893","41","0.000023804","pagerankLiNorm","5e-10"
